brand,model,modification,front_wheel,rear_wheel
BMW,SERIES 5,2.0 520I,225/55R17,225/55R17
BMW,SERIES 5,2.0 520I LUXURY,245/45R18,245/45R18
BMW,SERIES 5,2.0 520I M SPORT,245/45R18,275/40R18
BMW,SERIES 5,2.0 520I MHEV M SPORT,245/45R18,275/40R18
BMW,SERIES 5,2.0 520I PLATINUM FLAGSHIP,225/55R17,225/55R17
BMW,SERIES 5,2.0 520I PURE LUXURY,245/45R18,245/45R18
BMW,SERIES 5,2.0 530I LUXURY,245/45R18,245/45R18
BMW,SERIES 5,2.0 530I M SPORT,245/45R18,275/40R18
BMW,SERIES 5,2.0 530I MHEV LUXURY,245/45R18,245/45R18
BMW,SERIES 5,2.0 530I MHEV M SPORT,245/40R19,275/35R18
BMW,SERIES 5,3.0 530D LUXURY LINE,245/45R18,245/45R18
BMW,SERIES 5,3.0 530D M SPORT,245/40R19,275/35R19
BMW,SERIES 5,4.4 M5 COMPETITION XDRIVE,275/35R20,285/35R20
BMW,SERIES 5,4.4 M5 XDRIVE,275/40R19,285/40R19
BMW,SERIES 5,4.4 M550I XDRIVE AUTO,245/35R20,275/30R20
BMW,SERIES 6,4.4 M6 COUPE,265/35R20,295/30R20
BMW,SERIES 6,2.0 630I GRAN TURISMO LUXURY,245/45R19,275/40R19
BMW,SERIES 6,2.0 630I GRAN TURISMO M SPORT,245/45R19,275/40R19
BMW,SERIES 6,3.0 640I GRAN TURISMO M SPORT,245/40R20,275/35R20
BMW,SERIES 6,4.4 650I COUPE,245/40R19,275/35R19
BMW,SERIES 7,2.0 730I,245/50R18,245/50R18
BMW,SERIES 7,2.0 730I EXCLUSIVE EDITION,245/45R19,275/40R19
BMW,SERIES 7,3.0 730D,245/50R18,245/50R18
BMW,SERIES 7,3.0 730D EXCLUSIVE EDITION,245/45R19,275/40R19
BMW,SERIES 7,3.0 730I,245/50R18,245/50R18
BMW,SERIES 7,3.0 740I M SPORT,245/40R20,275/35R20
BMW,SERIES 7,3.0 740LI EXCLUSIVE EDITION,245/40R20,275/35R20
BMW,SERIES 7,3.0 740LI LUXURY,245/50R18,245/50R18
BMW,SERIES 7,3.0 740LI M SPORT EXCLUSIVE EDITION,245/40R20,275/35R20
BMW,SERIES 7,3.0 750LD XDRIVE,245/40R20,275/35R20
BMW,SERIES 7,3.0 ACTIVEHYBRID 7,245/50R18,245/50R18
BMW,SERIES 7,4.4 750I XDRIVE,245/50R18,245/50R18
BMW,SERIES 7,4.4 750LI LUXURY,245/45R19,275/40R19
BMW,SERIES 7,4.4 750LI XDRIVE,245/40R20,275/35R20
BMW,SERIES 7,6.6 M760LI XDRIVE,245/40R20,275/35R20
BMW,SERIES 8,4.4 M850I XDRIVE GRAN COUPE,245/35R20,275/30R20
BMW,SERIES 8,3.0 840I GRAN COUPE M SPORT,245/35R20,275/30R20
BMW,SERIES 8,4.4 M8 XDRIVE COUPE,275/35R20,285/35R20
BMW,X1,1.5 SDRIVE18I,225/55R17,225/55R17
BMW,X1,1.5 SDRIVE18I DCT DELUXE EDITION,225/50R18,225/50R18
BMW,X1,2.0 SDRIVE18D,225/55R17,225/55R17
BMW,X1,2.0 SDRIVE18I,225/50R17,225/50R17
BMW,X1,2.0 SDRIVE20D,225/50R17,225/50R17
BMW,X1,2.0 SDRIVE20I DCT,225/55R17,225/55R17
BMW,X1,2.0 SDRIVE20I DCT DELUXE EDITION,225/50R18,225/50R18
BMW,X1,2.0 XDRIVE20D,225/50R17,225/50R17
BMW,X2,1.5 SDRIVE18I DCT,225/50R18,225/50R18
BMW,X2,1.5 SDRIVE18I M SPORT,225/45R19,225/45R19
BMW,X2,2.0 M35I,225/40R20,225/40R20
BMW,X2,2.0 SDRIVE20I DCT,225/50R18,225/50R18
BMW,X2,2.0 SDRIVE20I GOLDPLAY EDITION,225/45R19,225/45R19
BMW,X2,2.0 SDRIVE20I M SPORT DCT NAVI EDITION,225/45R19,225/45R19
BMW,X3,2.0 SDRIVE20I,225/60R18,225/60R18
BMW,X3,2.0 SDRIVE18D,225/60R17,225/60R17
BMW,X3,2.0 SDRIVE20I,225/60R18,225/60R18
BMW,X3,2.0 XDRIVE20D,225/60R17,225/60R17
BMW,X3,2.0 XDRIVE20D SPORT,245/50R19,245/50R19
BMW,X3,2.0 XDRIVE20I ELITE,225/60R17,225/60R17
BMW,X3,2.0 XDRIVE20I PLATINUM NAVIGATION,225/60R18,225/60R18
BMW,X3,2.0 XDRIVE28I,245/50R18,245/50R18
BMW,X3,2.0 XDRIVE28I M SPORT,245/45R19,275/40R19
BMW,X3,2.0 XDRIVE30I LUXURY PLATINUM NAVIGATION,245/50R19,245/50R19
BMW,X3,2.0 XDRIVE30I LUXURY SPORT,245/50R19,245/50R19
BMW,X3,2.0 XDRIVE30I MHEV M SPORT,245/50R19,245/50R19
BMW,X3,2.0 XDRIVE30I SPORT,245/50R19,245/50R19
BMW,X3,2.5 XDRIVE25I,235/55R17,235/55R17
BMW,X3,2.5 XDRIVE25I M SPORT PACKAGE,235/50R18,255/45R18
BMW,X3,3.0 M,255/45R20,265/45R20
BMW,X3,3.0 M40I,245/45R20,275/40R20
BMW,X3,3.0 XDRIVE 30I,235/50R17,235/50R17
BMW,X3,3.0 XDRIVE28I,245/50R18,245/50R18
BMW,X3,3.0 XDRIVE30D,245/50R18,245/50R18
BMW,X4,3.0 M,255/45R20,265/45R20
BMW,X4,2.0 XDRIVE20I A XLINE,245/50R18,245/50R18
BMW,X4,2.0 XDRIVE20I M SPORT A,245/50R19,275/40R19
BMW,X4,2.0 XDRIVE20I PLATINUM NAVIGATION A,245/50R19,245/50R19
BMW,X4,2.0 XDRIVE28I A XLINE,245/50R18,245/50R18
BMW,X4,2.0 XDRIVE28I M SPORT A,245/50R19,275/40R19
BMW,X4,2.0 XDRIVE30I A XLINE,245/50R19,245/50R19
BMW,X4,2.0 XDRIVE30I M SPORT A,245/50R19,245/50R19
BMW,X4,2.0 XDRIVE30I M SPORT PLATINUM NAVI A,245/50R19,245/50R19
BMW,X4,3.0 M COMPETITION,255/40R21,265/40R21
BMW,X4,3.0 M40I A,245/40R20,275/35R20
BMW,X4,3.0 M40I MHEV,245/45R20,275/40R20
BMW,X4,3.0 M40I PLATINUM NAVIGATION A,245/45R20,275/40R20
BMW,X4,3.0 XDRIVE30D A,245/50R18,245/50R18
BMW,X4,3.0 XDRIVE35I A,245/50R18,245/50R18
BMW,X5,2.0 XDRIVE25D FLAGSHIP,265/50R19,265/50R19
BMW,X5,2.0 XDRIVE25D LUXURY,255/55R18,255/55R18
BMW,X5,3.0 XDRIVE MHEV 40I FLAGSHIP,275/45R20,305/40R20
BMW,X5,3.0 XDRIVE30D FLAGSHIP,275/45R20,305/40R20
BMW,X5,3.0 XDRIVE30D LUXURY,265/50R19,265/50R19
BMW,X5,3.0 XDRIVE40I MHEV LUXURY,265/50R19,265/50R19
BMW,X5,4.4,255/50R19,285/45R19
BMW,X5,4.4 M AUTO,275/40R20,315/35R20
BMW,X5,4.4 XDRIVE50I,255/50R19,285/45R19
BMW,X5,2.0 XDRIVE25D,255/55R18,255/55R18
BMW,X5,2.0 XDRIVE25D FLAGSHIP,265/50R19,265/50R19
BMW,X5,2.0 XDRIVE25D LUXURY,255/55R18,255/55R18
BMW,X5,2.0 XDRIVE25D PLATINUM EDITION,255/55R18,255/55R18
BMW,X5,3.0 M50D,275/40R20,315/35R20
BMW,X5,3.0 XDRIVE MHEV 40I FLAGSHIP,275/45R20,305/40R20
BMW,X5,3.0 XDRIVE30D ELITE,255/55R18,255/55R18
BMW,X5,3.0 XDRIVE30D FLAGSHIP,275/45R20,305/40R20
BMW,X5,3.0 XDRIVE30D LUXURY,255/50R19,255/50R19
BMW,X5,3.0 XDRIVE30D NAVI,255/55R18,255/55R18
BMW,X5,3.0 XDRIVE30D PLATINUM EDITION,255/50R19,255/50R19
BMW,X5,3.0 XDRIVE35I,255/55R18,255/55R18
BMW,X5,3.0 XDRIVE35I LUXURY,255/50R19,255/50R19
BMW,X5,3.0 XDRIVE35I NAVI,255/55R18,255/55R18
BMW,X5,3.0 XDRIVE35I PLATINUM EDITION,255/50R19,255/50R19
BMW,X5,3.0 XDRIVE40D,255/50R19,285/45R19
BMW,X5,3.0 XDRIVE40I FLAGSHIP,275/45R20,305/40R20
BMW,X5,3.0 XDRIVE40I LUXURY,265/50R19,265/50R19
BMW,X5,3.0 XDRIVE40I MHEV LUXURY,265/50R19,265/50R19
BMW,X5,4.4 XDRIVE50I,255/50R19,285/45R19
BMW,X5,4.4 XDRIVEM50I A,275/35R22,315/30R22
BMW,X6,3.0 XDRIVE35I M SPORT,275/40R20,315/35R20
BMW,X6,3.0 XDRIVE40I MHEV A,265/50R19,265/50R19
BMW,X6,3.0 XDRIVE40I MHEV M SPORT A,275/45R20,305/40R20
BMW,X6,4.4 M AUTO,275/40R20,315/35R20
BMW,X6,4.4 XDRIVE50I,255/50R19,285/45R19
BMW,X6,3.0 M50D,275/40R20,315/35R20
BMW,X6,3.0 XDRIVE30D,255/50R19,255/50R19
BMW,X6,3.0 XDRIVE30D M SPORT,275/40R20,315/35R20
BMW,X6,3.0 XDRIVE35I,255/50R19,255/50R19
BMW,X6,3.0 XDRIVE35I M SPORT,275/40R20,315/35R20
BMW,X6,3.0 XDRIVE40D,255/50R19,285/45R19
BMW,X6,3.0 XDRIVE40I A,265/50R19,265/50R19
BMW,X6,3.0 XDRIVE40I M SPORT A,275/45R20,305/40R20
BMW,X6,3.0 XDRIVE40I MHEV A,265/50R19,265/50R19
BMW,X6,3.0 XDRIVE40I MHEV M SPORT A,275/45R20,305/40R20
BMW,X6,4.4 M A,295/35R21,315/30R22
BMW,X6,4.4 M AUTO,275/40R20,315/35R20
BMW,X6,4.4 M50I A,275/35R22,315/30R22
BMW,X6,XDRIVE35I,255/50R19,255/50R19
BMW,X6,XDRIVE35I SPORT,255/50R19,255/50R19
BMW,X6,XDRIVE50I,255/50R19,285/45R19
BMW,Z4,2.0 SDRIVE20I SPORT LINE,225/45R18,255/40R18
BMW,Z4,3.0 M40I A,255/35R19,275/35R19
BMW,Z4,3.0 SDRIVE35I,225/40R18,255/35R18
BMW,Z4,3.0SI COUPE,225/45R17,225/45R17
BMW,Z4,3.2 M COUPE,225/45R18,255/40R18
BMW,Z4,SDRIVE23I,225/45R17,225/45R17
BMW,Z4,SDRIVE35I,225/40R18,255/35R18
CITROEN,BERLINGO,1.5 BLUEHDI FEEL AUTO,205/60R16,205/60R16
CITROEN,BERLINGO,1.5 BLUEHDI LIVE AUTO,205/60R16,205/60R16
CITROEN,C3 PICASSO,1.6 VTI CLASSIC,195/55R16,195/55R16
CITROEN,C4,1.6,205/55R16,205/55R16
CITROEN,C4,2.0 VTS COUPE MANUAL,205/50R17,205/50R17
CITROEN,C4 PICASSO,1.6 BLUEHDI DESIGN 360,205/60R16,205/60R16
CITROEN,C4 PICASSO,1.6 BLUEHDI PREMIUM 360,205/55R17,205/55R17
CITROEN,C4 PICASSO,2.0 BLUEHDI PREMIUM,205/55R17,205/55R17
CITROEN,C5 AIRCROSS,1.6 PURETECH,235/55R18,235/55R18
CITROEN,GRAND C4 PICASSO,2.0 BLUEHDI,205/55R17,205/55R17
CITROEN,GRAND C4 PICASSO,2.0 BLUEHDI PREMIUM PACK 360+,225/45R18,225/45R18
CITROEN,GRAND C4 SPACETOURER,2.0 BLUEHDI FEEL,205/55R17,205/55R17
CITROEN,GRAND C4 SPACETOURER,2.0 BLUEHDI SHINE,225/45R18,225/45R18
DS,DS 3,1.2 PURETECH CHIC,195/55R16,195/55R16
DS,DS 3,1.2 PURETECH SO CHIC,205/45R17,205/45R17
DS,DS 3,1.6 VTI,195/55R16,195/55R16
DS,DS 5,2.0 BLUEHDI,225/50R17,225/50R17
FERRARI,458,4.5 SPECIALE DCT,245/35R20,305/30R20
FERRARI,488,3.9 GTB DCT,245/35R20,305/30R20
FERRARI,488,3.9 PISTA DCT,245/35R20,305/30R20
FERRARI,488,3.9 SPIDER DCT,245/35R20,305/30R20
FERRARI,488,3.9 SPIDER PISTA DCT,245/35R20,305/30R20
FERRARI,599,6.0 V12 GTO F1,285/30R20,315/35R20
FERRARI,812,6.5 V12 GTS DCT,275/35R20,315/35R20
FERRARI,812,6.5 V12 SUPERFAST DCT F1,275/35R20,315/35R20
FERRARI,CALIFORNIA,3.9 T V8 DCT 2+ 4STR,245/40R19,285/40R19
FERRARI,CALIFORNIA,4.3 V8 2+ 4STR,245/40R19,285/40R19
FERRARI,F12,6.3 V12 BERLINETTA DCT F1,255/35R20,315/35R20
FERRARI,F12,6.3 V12 TDF DCT F1,275/35R20,315/35R20
FERRARI,F8,3.9 TRIBUTO DCT,245/35R20,305/30R20
FERRARI,F8,3.9 TRIBUTO SPIDER DCT,245/35R20,305/30R20
FERRARI,GTC4,3.9 V8 T DCT LUSSO,245/35R20,295/35R20
FERRARI,GTC4,6.3 V12 DCT 4WD LUSSO,245/35R20,295/35R20
FERRARI,GTC4,6.3 V12 LUSSO DCT 4WD,245/35R20,295/35R20
FERRARI,LAFERRARI,6.3 V12 APERTA DCT F1,265/30R19,345/30R20
FERRARI,MONZA,6.5 V12 DCT SP2,275/30R21,315/30R21
FERRARI,PORTOFINO,3.9 T V8 DCT 2+ 4STR,245/35R20,285/35R20
FERRARI,ROMA,3.9 V8 DCT,245/35R20,285/35R20
FIAT,PUNTO,1.4,175/65R15,175/65R15
FORD,ECOSPORT,1.0T ECOBOOST 125 FLAGSHIP,205/50R17,205/50R17
FORD,ECOSPORT,1.5 BLACK EDITION,205/60R16,205/60R16
FORD,ESCAPE,2.3 2WD XLS,215/70R16,215/70R16
FORD,ESCAPE,2.3 4WD XLT,215/70R16,215/70R16
FORD,ESCAPE,2.3 XLT,215/70R16,215/70R16
FORD,ESCAPE,3.0 XLT,235/70R16,235/70R16
FORD,ESCORT,1.5 FASHION,205/55R16,205/55R16
FORD,FIESTA,1.0 SPORT,195/50R16,195/50R16
FORD,FIESTA,1.4 TREND,195/50R15,195/50R15
FORD,FIESTA,1.5 ELITE,185/55R15,185/55R15
FORD,FIESTA,1.5 FASHION,185/55R15,185/55R15
FORD,FIESTA,1.5 SPORT,195/50R16,195/50R16
FORD,FIESTA,1.6 SPORT POWERSHIFT,195/50R16,195/50R16
FORD,FIESTA,1.6 TITANIUM,205/40R17,205/40R17
FORD,FIESTA,1.6 TREND POWERSHIFT,185/55R15,185/55R15
FORD,FOCUS,1.0T ECOBOOST 125 FASHION,205/60R16,205/60R16
FORD,FOCUS,1.5 FASHION,205/60R16,205/60R16
FORD,FOCUS,1.5 TI-VCT COME TRUE,205/60R16,205/60R16
FORD,FOCUS,1.5 TI-VCT FASHION,205/60R16,205/60R16
FORD,FOCUS,1.5 TOP GRADE SPORT,215/50R17,215/50R17
FORD,FOCUS,1.5T ECOBOOST 180 FASHION,205/60R16,205/60R16
FORD,FOCUS,1.5T ECOBOOST 180 TOP GRADE SPORT,215/50R17,215/50R17
FORD,FOCUS,1.5T ECOBOOST 182 ACTIVE LV2,215/55R17,215/55R17
FORD,FOCUS,1.5T ECOBOOST 182 FASHION,205/60R16,205/60R16
FORD,FOCUS,1.5T ECOBOOST 182 FLAGSHIP,205/60R16,205/60R16
FORD,FOCUS,1.5T ECOBOOST 182 ST-LINE,235/40R18,235/40R18
FORD,FOCUS,1.6 CLASSIC,205/60R16,205/60R16
FORD,FOCUS,1.6 SPORT,215/50R17,215/50R17
FORD,FOCUS,1.8 COMFORT,205/55R16,205/55R16
FORD,FOCUS,2.0 CLASSIC,205/60R16,205/60R16
FORD,FOCUS,2.0 SPORT,215/50R17,215/50R17
FORD,FOCUS,2.0 SPORT FLAGSHIP,205/55R16,205/55R16
FORD,FOCUS,2.0 ST,235/40R18,235/40R18
FORD,FOCUS,2.0 TDCI CLASSIC,205/60R16,205/60R16
FORD,FOCUS,2.0 TDCI FASHION,205/55R16,205/55R16
FORD,FOCUS,2.0 TDCI HATCHBACK,205/50R17,205/50R17
FORD,FOCUS,2.0 TDCI SEDAN,205/55R16,205/55R16
FORD,FOCUS,2.0 TDCI SPORT,205/50R17,205/50R17
FORD,FOCUS,S 2.0 AUTO,205/50R17,205/50R17
FORD,FOCUS,S 2.0 MANUAL,205/50R17,205/50R17
FORD,FOCUS,ST 2.5,225/40R18,225/40R18
FORD,KUGA,1.5T ECOBOOST 180 FASHION X,225/60R18,225/60R18
FORD,KUGA,1.5T ECOBOOST 180 FLAGSHIP X,225/60R18,225/60R18
FORD,KUGA,1.5T ECOBOOST 180 LV2,225/65R17,225/65R17
FORD,KUGA,2.0T ECOBOOST 250 AWD FLAGSHIP X,225/60R18,225/60R18
FORD,KUGA,2.0T ECOBOOST 250 AWD ST-LINE X,225/55R19,225/55R19
FORD,KUGA,1.5T ECOBOOST 180 ELEGANCE,225/65R17,225/65R17
FORD,KUGA,1.5T ECOBOOST 180 ELITE,235/55R17,235/55R17
FORD,KUGA,1.5T ECOBOOST 180 FASHION,235/55R17,235/55R17
FORD,KUGA,1.5T ECOBOOST 180 FASHION CLASSIC,235/50R18,235/50R18
FORD,KUGA,1.5T ECOBOOST 180 FASHION X,225/60R18,225/60R18
FORD,KUGA,1.5T ECOBOOST 180 FLAGSHIP X,225/60R18,225/60R18
FORD,KUGA,1.5T ECOBOOST 180 LV2,225/65R17,225/65R17
FORD,KUGA,1.5T ECOBOOST 180 SUPER QUALITY X,225/60R18,225/60R18
FORD,KUGA,1.5T ECOBOOST 182 CONVENIENT,235/55R17,235/55R17
FORD,KUGA,1.5T ECOBOOST 182 CP360,235/50R18,235/50R18
FORD,KUGA,1.5T ECOBOOST 182 ELITE,235/55R17,235/55R17
FORD,KUGA,2.0 TDCI 4WD FASHION CLASSIC,235/50R18,235/50R18
FORD,KUGA,2.0T ECOBOOST 245 4WD FASHION CLASSIC,235/50R18,235/50R18
FORD,KUGA,2.0T ECOBOOST 245 4WD FLAGSHIP,235/50R18,235/50R18
FORD,KUGA,2.0T ECOBOOST 250 AWD FLAGSHIP,225/60R18,225/60R18
FORD,KUGA,2.0T ECOBOOST 250 AWD ST-LINE,225/55R19,225/55R19
FORD,KUGA,2.0T ECOBOOST 250 AWD VIGNALE,245/45R20,245/45R20
FORD,KUGA,2.0T ECOBOOST 4WD FASHION CLASSIC,235/50R18,235/50R18
FORD,KUGA,2.0T ECOBOOST 4WD FLAGSHIP,235/50R18,235/50R18
FORD,KUGA,2.0T ECOBOOST 4WD SPORT,235/45R19,235/45R19
FORD,MONDEO,2.0T ECOBOOST,235/45R18,235/45R18
FORD,MONDEO,2.0 ECOBLUE ST-LINE AUTO 4WD,235/40R19,235/40R19
FORD,MONDEO,2.0 ECOBOOST CLASSIC,235/45R17,235/45R17
FORD,MONDEO,2.0 ECOBOOST FLAGSHIP,235/45R17,235/45R17
FORD,MONDEO,2.0 ECOBOOST LUXURY,235/45R17,235/45R17
FORD,MONDEO,2.0 HYBRID,235/45R18,235/45R18
FORD,MONDEO,2.0 HYBRID AUTO,215/55R17,215/55R17
FORD,MONDEO,2.0L TDCI CLASSIC,235/45R17,235/45R17
FORD,MONDEO,2.0L TDCI FLAGSHIP,235/45R17,235/45R17
FORD,MONDEO,2.0L TDCI LUXURY,235/45R17,235/45R17
FORD,MONDEO,2.0T ECOBOOST 240,235/45R18,235/45R18
FORD,MONDEO,2.3L IVCT CLASSIC,235/45R17,235/45R17
FORD,MONDEO,2.3L IVCT FLAGSHIP,235/45R17,235/45R17
FORD,MONDEO,2.3L IVCT LUXURY,235/45R17,235/45R17
FORD,MUSTANG,2.3 ECOBOOST,255/40R19,255/40R19
FORD,MUSTANG,3.7 V6 PREMIUM,235/50R18,235/50R18
FORD,MUSTANG,5.0 GT,255/40R19,275/40R19
FORD,RANGER,2.0 BI-TURBO 4WD AUTO WILDTRAK,265/60R18,265/60R18
FORD,RANGER,2.0 SPORT 4WD,265/60R18,265/60R18
FORD,RANGER,3.2TDCI 4WD AUTO,265/60R18,265/60R18
FORD,TIERRA,1.6 XT,195/60R15,195/60R15
FORD,TIERRA ACTIVA,MAGIC MP3 1.6,185/65R14,185/65R14
FORD,TOURNEO CONNECT,1.5 ADVENTURER AUTO,205/60R16,205/60R16
FORD,TOURNEO CONNECT,2.0 ECOBLUE ADVENTURER AUTO,215/55R17,215/55R17
FORD,TOURNEO CONNECT,2.0 ECOBLUE PLAY FUN AUTO,205/60R16,205/60R16
FORD,TOURNEO CUSTOM,2.0 TD LUXURY,215/65R16,215/65R16
FORD,TOURNEO CUSTOM,2.0TD LUXURY AUTO,215/65R16,215/65R16
FORD,TOURNEO CUSTOM,2.0TD LUXURY AUTO SWB,235/65R17,215/65R17
FORD,TOURNEO CUSTOM,2.0TD NOBLE AUTO,215/65R16,215/65R16
FORD,TOURNEO CUSTOM,2.2 TD LUXURY,215/65R16,215/65R16
FORD,TOURNEO CUSTOM,2.2 TD NOBLE,215/65R16,215/65R16
HONDA,ACCORD,2.0 HYBRID,225/50R17,225/50R17
HONDA,ACCORD,2.0 VTI,215/60R16,215/60R16
HONDA,ACCORD,2.4 VTI,215/60R16,215/60R16
HONDA,ACCORD,2.4 VTI-S,225/50R17,225/50R17
HONDA,ACCORD,3.5 V6,225/50R17,225/50R17
HONDA,ACCORD,EX,205/60R16,205/60R16
HONDA,ACCORD,LX,205/60R16,205/60R16
HONDA,CITY,1.5 VTI,175/65R15,175/65R15
HONDA,CITY,1.5 VTI-S,185/55R16,185/55R16
HONDA,CIVIC,1.8 EX,195/65R15,195/65R15
HONDA,CIVIC,1.8 EX-S,205/55R16,205/55R16
HONDA,CIVIC,1.8 LX,195/65R15,195/65R15
HONDA,CIVIC,1.8 VTI,195/65R15,195/65R15
HONDA,CIVIC,1.8 VTI-S,205/55R16,205/55R16
HONDA,CIVIC,2.0 S,205/55R16,205/55R16
HONDA,CR-V,1.5 S,235/60R18,235/60R18
HONDA,CR-V,1.5 VTI,235/60R18,235/60R18
HONDA,CR-V,1.5 VTI-S,235/60R18,235/60R18
HONDA,CR-V,2.0 VTI,225/65R17,225/65R17
HONDA,CR-V,2.0 VTI-S,225/65R17,225/65R17
HONDA,CR-V,2.4 EX-S,225/65R17,225/65R17
HONDA,CR-V,2.4 S,225/60R18,225/60R18
HONDA,CR-V,2.4 VTI,225/65R17,225/65R17
HONDA,CR-V,2.4 VTI-S,225/65R17,225/65R17
HONDA,FIT,1.5 E-HEV CVT,185/55R16,185/55R16
HONDA,FIT,1.5 HOME CVT,185/55R16,185/55R16
HONDA,FIT,1.5 S,185/55R16,185/55R16
HONDA,FIT,1.5 VTI,175/65R15,175/65R15
HONDA,FIT,1.5 VTI-S,185/55R16,185/55R16
HONDA,HR-V,1.5 PRESTIGE,215/60R17,215/60R17
HONDA,HR-V,1.5 S+,215/60R17,215/60R17
HONDA,HR-V,1.8 RS,215/55R17,215/55R17
HONDA,HR-V,1.8 S,215/55R17,215/55R17
HONDA,HR-V,1.8 VTI,215/55R17,215/55R17
HONDA,HR-V,1.8 VTI-S,215/55R17,215/55R17
HONDA,LEGEND,3.5 V6,235/50R17,235/50R17
HONDA,NSX,3.5 HYBRID 4WD,245/35R19,305/30R20
HONDA,ODYSSEY,2.4 APEX 7STR,215/55R17,215/55R17
HONDA,ODYSSEY,2.4 APEX 8STR,215/55R17,215/55R17
HONDA,ODYSSEY,2.4 ELITE 7STR,215/55R17,215/55R17
HONDA,ODYSSEY,2.4 EXCELLENCE 7STR,215/60R17,215/60R17
HONDA,ODYSSEY,2.4 PEAK 7STR,225/50R18,225/50R18
HONDA,ODYSSEY,2.4 PEAK 8STR,225/50R18,225/50R18
HYUNDAI,ELANTRA,1.6 CLASSIC,195/65R15,195/65R15
HYUNDAI,ELANTRA,1.6 CRDI NOBLE,205/55R16,205/55R16
HYUNDAI,ELANTRA,1.6 FIERCE MOVE EDITION,195/65R15,195/65R15
HYUNDAI,ELANTRA,1.6 FLAGSHIP,205/55R16,205/55R16
HYUNDAI,ELANTRA,1.6 LUXURY,195/65R15,195/65R15
HYUNDAI,ELANTRA,1.6 SPORT DCT,225/45R17,225/45R17
HYUNDAI,ELANTRA,1.6 SPORT FINAL FORCE DCT,225/45R17,225/45R17
HYUNDAI,ELANTRA,1.6 SPORT TOP SPEED DCT,225/45R17,225/45R17
HYUNDAI,ELANTRA,1.6 SPORT TOP SPEED FINAL FORCE DCT,225/45R17,225/45R17
HYUNDAI,ELANTRA,1.6 STUNNING FLAGSHIP,205/55R16,205/55R16
HYUNDAI,ELANTRA,1.8 CLASSIC,195/65R15,195/65R15
HYUNDAI,ELANTRA,1.8 EX,195/60R15,195/60R15
HYUNDAI,ELANTRA,1.8 FLAGSHIP,205/55R16,205/55R16
HYUNDAI,ELANTRA,1.8 LUXURY,205/55R16,205/55R16
HYUNDAI,ELANTRA,2.0 ELITE,205/55R16,205/55R16
HYUNDAI,ELANTRA,2.0 FLAGSHIP,205/55R16,205/55R16
HYUNDAI,ELANTRA,2.0 NOBLE,205/55R16,205/55R16
HYUNDAI,GRAND STAREX,2.5 BUSINESS AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,2.5 FLAGSHIP AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,2.5 FLAGSHIP SUNROOF AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,2.5 LUXURY AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,2.5 NOBLE AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,BUSINESS AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,FLAGSHIP AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,LUXURY AUTO,215/70R16,215/70R16
HYUNDAI,GRAND STAREX,NOBLE AUTO,215/70R16,215/70R16
HYUNDAI,IONIQ,1.6 HYBRID,195/65R15,195/65R15
HYUNDAI,IONIQ 5,BEV 73KWH EV500 PERFORMANCE AWD,255/45R20,255/45R20
HYUNDAI,IONIQ 5,BEV 73KWH EV500 RWD,235/55R19,235/55R19
HYUNDAI,IONIQ 5,BEV 58KWH EV400 RWD,235/55R19,235/55R19
HYUNDAI,IX35,2.0 FLAGSHIP,225/60R17,225/60R17
HYUNDAI,IX35,2.0 LUXURY,225/60R17,225/60R17
HYUNDAI,IX35,2.0 NOBLE,225/60R17,225/60R17
HYUNDAI,IX35,2.0 VGTURBO FLAGSHIP,225/60R17,225/60R17
HYUNDAI,IX35,2.0 VGTURBO FLAGSHIP 4WD,225/55R18,225/55R18
HYUNDAI,KONA,1.6 T-GDI MOVE DCT,215/55R17,215/55R17
HYUNDAI,KONA,1.6 GDI HYBRID DCT,205/60R16,205/60R16
HYUNDAI,KONA,1.6 T-GDI EVOLUTION DCT,215/55R17,215/55R17
HYUNDAI,KONA,1.6 T-GDI IRONMAN DCT,235/45R18,235/45R18
HYUNDAI,KONA,1.6 T-GDI MOVE DCT,215/55R17,215/55R17
HYUNDAI,KONA,1.6 T-GDI N LINE DCT,235/45R18,235/45R18
HYUNDAI,KONA,1.6 T-GDI N LINE GLT-A DCT,235/45R18,235/45R18
HYUNDAI,KONA,1.6 T-GDI N LINE GLT-B DCT,235/45R18,235/45R18
HYUNDAI,KONA,1.6 T-GDI SMART DCT,215/55R17,215/55R17
HYUNDAI,KONA,1.6 T-GDI SMART PLUS DCT,215/55R17,215/55R17
HYUNDAI,KONA,1.6 T-GDI ULTIMATE 4WD DCT,235/45R18,235/45R18
HYUNDAI,KONA,1.6 T-GDI VIBRATE 4WD DCT,215/55R17,215/55R17
HYUNDAI,KONA,BEV 39KWH EV300,215/55R17,215/55R17
HYUNDAI,KONA,BEV 64KWH EV500,215/55R17,215/55R17
